"ID","hostility_C1","warmth_C1","hostility_P1","warmth_P1","hostility_Discrepancies","warmth_Discrepancies","ParentGender","WaveNumber","hostility_C2","warmth_C2","hostility_P2","warmth_P2"
"02201",NA,NA,NA,NA,2,-15,"Female","Wave2",23,6,21,21
"02209",NA,NA,NA,NA,-2,0,"Female","Wave2",22,6,24,6
"02217",NA,NA,NA,NA,-4,1,"Female","Wave2",22,7,26,6
"03008",NA,NA,NA,NA,4,4,"Female","Wave2",26,11,22,7
"03011",NA,NA,NA,NA,-2,-2,"Female","Wave2",18,11,20,13
"03016",NA,NA,NA,NA,-4,20,"Female","Wave2",14,28,18,8
"03019",NA,NA,NA,NA,-1,-12,"Female","Wave2",15,6,16,18
"03030",NA,NA,NA,NA,3,12,"Female","Wave2",28,18,25,6
"03035",NA,NA,NA,NA,-3,7,"Female","Wave2",23,13,26,6
"03044",NA,NA,NA,NA,2,-4,"Female","Wave2",28,8,26,12
"03050",NA,NA,NA,NA,11,-7,"Female","Wave2",24,7,13,14
"03051",NA,NA,NA,NA,-7,4,"Female","Wave2",18,13,25,9
"03054",NA,NA,NA,NA,3,-8,"Female","Wave2",25,15,22,23
"03055",NA,NA,NA,NA,2,1,"Female","Wave2",27,9,25,8
"03059",NA,NA,NA,NA,-3,-1,"Female","Wave2",18,10,21,11
"03061",NA,NA,NA,NA,4,-2,"Female","Wave2",26,6,22,8
"03070",NA,NA,NA,NA,4,0,"Female","Wave2",25,6,21,6
"03080",NA,NA,NA,NA,-1,-2,"Female","Wave2",25,8,26,10
"03084",NA,NA,NA,NA,1,13,"Female","Wave2",19,22,18,9
"03085",NA,NA,NA,NA,0,0,"Female","Wave2",25,6,25,6
"03089",NA,NA,NA,NA,-5,-3,"Female","Wave2",15,13,20,16
"03091",NA,NA,NA,NA,1,0,"Female","Wave2",27,6,26,6
"03104",NA,NA,NA,NA,6,0,"Female","Wave2",24,8,18,8
"03109",NA,NA,NA,NA,0,-1,"Female","Wave2",26,6,26,7
"03118",NA,NA,NA,NA,0,19,"Female","Wave2",11,29,11,10
"03123",NA,NA,NA,NA,-5,5,"Female","Wave2",8,19,13,14
"04009",NA,NA,NA,NA,4,-2,"Female","Wave2",25,6,21,8
"04013",NA,NA,NA,NA,5,1,"Female","Wave2",22,23,17,22
"04016",NA,NA,NA,NA,0,2,"Female","Wave2",24,10,24,8
"04018",NA,NA,NA,NA,1,0,"Female","Wave2",23,9,22,9
"04019",NA,NA,NA,NA,5,-11,"Female","Wave2",25,7,20,18
"04026",NA,NA,NA,NA,-1,0,"Female","Wave2",25,6,26,6
"04030",NA,NA,NA,NA,3,-11,"Female","Wave2",25,6,22,17
"04032",NA,NA,NA,NA,-7,5,"Female","Wave2",11,26,18,21
"04040",NA,NA,NA,NA,-1,4,"Female","Wave2",18,13,19,9
"04041",NA,NA,NA,NA,1,0,"Female","Wave2",28,6,27,6
"04048",NA,NA,NA,NA,4,-7,"Female","Wave2",19,6,15,13
"04051",NA,NA,NA,NA,-3,-5,"Female","Wave2",24,7,27,12
"04054",NA,NA,NA,NA,-6,5,"Female","Wave2",14,32,20,27
"04057",NA,NA,NA,NA,2,1,"Female","Wave2",23,7,21,6
"04062",NA,NA,NA,NA,-8,6,"Female","Wave2",16,12,24,6
"04070",NA,NA,NA,NA,-2,2,"Female","Wave2",24,14,26,12
"04075",NA,NA,NA,NA,1,0,"Female","Wave2",25,6,24,6
"04085",NA,NA,NA,NA,3,8,"Female","Wave2",22,14,19,6
"04087",NA,NA,NA,NA,1,1,"Female","Wave2",17,8,16,7
"04088",NA,NA,NA,NA,3,-1,"Female","Wave2",22,11,19,12
"04095",NA,NA,NA,NA,3,1,"Female","Wave2",23,7,20,6
"04096",NA,NA,NA,NA,-9,1,"Female","Wave2",10,12,19,11
"04101",NA,NA,NA,NA,4,-7,"Female","Wave2",22,12,18,19
"04103",NA,NA,NA,NA,-6,17,"Female","Wave2",14,26,20,9
"04105",NA,NA,NA,NA,-6,11,"Female","Wave2",9,39,15,28
"04106",NA,NA,NA,NA,-4,11,"Female","Wave2",17,21,21,10
"04107",NA,NA,NA,NA,3,-1,"Female","Wave2",26,6,23,7
"04108",NA,NA,NA,NA,-2,-1,"Female","Wave2",18,9,20,10
"04113",NA,NA,NA,NA,-2,-1,"Female","Wave2",21,21,23,22
"04115",NA,NA,NA,NA,-4,2,"Female","Wave2",19,17,23,15
"04117",NA,NA,NA,NA,3,0,"Female","Wave2",28,6,25,6
"04121",NA,NA,NA,NA,8,-2,"Female","Wave2",26,11,18,13
"04122",NA,NA,NA,NA,-4,7,"Female","Wave2",23,13,27,6
"04127",NA,NA,NA,NA,3,-2,"Female","Wave2",27,6,24,8
"04138",NA,NA,NA,NA,9,-4,"Female","Wave2",20,16,11,20
"04141",NA,NA,NA,NA,3,-7,"Female","Wave2",21,8,18,15
"04142",NA,NA,NA,NA,12,-4,"Female","Wave2",28,7,16,11
"04146",NA,NA,NA,NA,10,9,"Female","Wave2",27,27,17,18
"04147",NA,NA,NA,NA,1,2,"Female","Wave2",21,10,20,8
"04154",NA,NA,NA,NA,-2,0,"Female","Wave2",19,6,21,6
"04160",NA,NA,NA,NA,2,10,"Female","Wave2",27,16,25,6
"04173",NA,NA,NA,NA,4,-12,"Female","Wave2",24,6,20,18
"04179",NA,NA,NA,NA,-6,-5,"Female","Wave2",12,11,18,16
"04185",NA,NA,NA,NA,-5,-3,"Female","Wave2",19,12,24,15
"04194",NA,NA,NA,NA,6,0,"Female","Wave2",28,6,22,6
"04198",NA,NA,NA,NA,0,3,"Female","Wave2",18,9,18,6
"04206",NA,NA,NA,NA,-7,13,"Female","Wave2",14,24,21,11
"04208",NA,NA,NA,NA,-1,-2,"Female","Wave2",19,6,20,8
"04214",NA,NA,NA,NA,-2,9,"Female","Wave2",19,15,21,6
"04215",NA,NA,NA,NA,0,5,"Female","Wave2",25,11,25,6
"04216",NA,NA,NA,NA,7,-6,"Female","Wave2",24,6,17,12
"04218",NA,NA,NA,NA,4,-4,"Female","Wave2",27,6,23,10
"04225",NA,NA,NA,NA,-2,6,"Female","Wave2",22,12,24,6
"04227",NA,NA,NA,NA,0,2,"Female","Wave2",19,8,19,6
"04234",NA,NA,NA,NA,2,-6,"Female","Wave2",20,6,18,12
"04235",NA,NA,NA,NA,1,1,"Female","Wave2",24,11,23,10
"04239",NA,NA,NA,NA,8,-3,"Female","Wave2",26,9,18,12
"04245",NA,NA,NA,NA,-1,0,"Female","Wave2",23,6,24,6
"04247",NA,NA,NA,NA,9,-5,"Female","Wave2",23,8,14,13
"04258",NA,NA,NA,NA,6,-1,"Female","Wave2",25,12,19,13
"04261",NA,NA,NA,NA,3,-7,"Female","Wave2",16,7,13,14
"04268",NA,NA,NA,NA,1,10,"Female","Wave2",19,22,18,12
"04269",NA,NA,NA,NA,-6,7,"Female","Wave2",16,15,22,8
"04271",NA,NA,NA,NA,7,8,"Female","Wave2",27,14,20,6
"04273",NA,NA,NA,NA,-1,1,"Female","Wave2",17,14,18,13
"04284",NA,NA,NA,NA,-1,7,"Female","Wave2",19,14,20,7
"05001",NA,NA,NA,NA,-1,3,"Female","Wave2",21,16,22,13
"05014",NA,NA,NA,NA,4,0,"Female","Wave2",26,6,22,6
"05017",NA,NA,NA,NA,0,0,"Female","Wave2",25,6,25,6
"05053",NA,NA,NA,NA,-6,12,"Female","Wave2",8,24,14,12
"05063",NA,NA,NA,NA,-3,1,"Female","Wave2",18,12,21,11
"05067",NA,NA,NA,NA,0,-4,"Female","Wave2",21,7,21,11
"05090",NA,NA,NA,NA,-1,6,"Female","Wave2",21,18,22,12
"05119",NA,NA,NA,NA,3,-8,"Female","Wave2",23,6,20,14
"05132",NA,NA,NA,NA,-2,4,"Female","Wave2",21,12,23,8
"05138",NA,NA,NA,NA,-4,-2,"Female","Wave2",15,13,19,15
"06005",NA,NA,NA,NA,1,-4,"Female","Wave2",27,6,26,10
"06006",NA,NA,NA,NA,-3,11,"Female","Wave2",18,19,21,8
"06010",NA,NA,NA,NA,-15,17,"Female","Wave2",4,32,19,15
"06012",NA,NA,NA,NA,-7,5,"Female","Wave2",7,20,14,15
"06013",NA,NA,NA,NA,1,7,"Female","Wave2",20,18,19,11
"06024",NA,NA,NA,NA,6,-1,"Female","Wave2",23,11,17,12
"06035",NA,NA,NA,NA,9,-11,"Female","Wave2",28,6,19,17
"06042",NA,NA,NA,NA,-6,1,"Female","Wave2",11,10,17,9
"06059",NA,NA,NA,NA,-6,10,"Female","Wave2",17,17,23,7
"06063",NA,NA,NA,NA,6,1,"Female","Wave2",27,7,21,6
"06070",NA,NA,NA,NA,1,0,"Female","Wave2",26,6,25,6
"06073",NA,NA,NA,NA,1,0,"Female","Wave2",25,6,24,6
"06075",NA,NA,NA,NA,-8,13,"Female","Wave2",14,24,22,11
"06079",NA,NA,NA,NA,0,-3,"Female","Wave2",23,6,23,9
"06082",NA,NA,NA,NA,8,0,"Female","Wave2",28,6,20,6
"06087",NA,NA,NA,NA,8,-8,"Female","Wave2",24,6,16,14
"06089",NA,NA,NA,NA,-5,0,"Female","Wave2",20,6,25,6
"06092",NA,NA,NA,NA,0,-2,"Female","Wave2",23,7,23,9
"06097",NA,NA,NA,NA,12,-6,"Female","Wave2",25,6,13,12
"06105",NA,NA,NA,NA,4,-1,"Female","Wave2",25,8,21,9
"06115",NA,NA,NA,NA,3,0,"Female","Wave2",28,6,25,6
"06116",NA,NA,NA,NA,-3,-1,"Female","Wave2",22,6,25,7
"06122",NA,NA,NA,NA,1,2,"Female","Wave2",24,8,23,6
"06135",NA,NA,NA,NA,4,0,"Female","Wave2",26,6,22,6
"06144",NA,NA,NA,NA,2,-2,"Female","Wave2",22,8,20,10
"06146",NA,NA,NA,NA,5,-2,"Female","Wave2",27,6,22,8
"06151",NA,NA,NA,NA,-1,1,"Female","Wave2",26,9,27,8
"06156",NA,NA,NA,NA,-1,-1,"Female","Wave2",20,14,21,15
"06158",NA,NA,NA,NA,4,0,"Female","Wave2",26,6,22,6
"06159",NA,NA,NA,NA,2,3,"Female","Wave2",15,21,13,18
"06162",NA,NA,NA,NA,0,3,"Female","Wave2",25,10,25,7
"06165",NA,NA,NA,NA,-1,5,"Female","Wave2",23,11,24,6
"06171",NA,NA,NA,NA,-3,0,"Female","Wave2",21,6,24,6
"06173",NA,NA,NA,NA,-1,2,"Female","Wave2",27,8,28,6
"06176",NA,NA,NA,NA,2,-3,"Female","Wave2",28,6,26,9
"06200",NA,NA,NA,NA,-2,0,"Female","Wave2",26,6,28,6
"06201",NA,NA,NA,NA,0,8,"Female","Wave2",24,15,24,7
"07030",NA,NA,NA,NA,-1,-7,"Female","Wave2",16,16,17,23
"07033",NA,NA,NA,NA,-4,0,"Female","Wave2",22,6,26,6
"07057",NA,NA,NA,NA,0,0,"Female","Wave2",21,7,21,7
"07080",NA,NA,NA,NA,-11,4,"Female","Wave2",13,10,24,6
"07086",NA,NA,NA,NA,0,1,"Female","Wave2",28,7,28,6
"07105",NA,NA,NA,NA,1,4,"Female","Wave2",19,19,18,15
"07109",NA,NA,NA,NA,-8,1,"Female","Wave2",13,14,21,13
"07111",NA,NA,NA,NA,0,3,"Female","Wave2",22,16,22,13
"07121",NA,NA,NA,NA,3,-5,"Female","Wave2",18,13,15,18
"07149",NA,NA,NA,NA,4,-2,"Female","Wave2",22,7,18,9
"07157",NA,NA,NA,NA,0,0,"Female","Wave2",28,6,28,6
"07167",NA,NA,NA,NA,7,3,"Female","Wave2",23,10,16,7
"07168",NA,NA,NA,NA,-11,9,"Female","Wave2",10,22,21,13
"07183",NA,NA,NA,NA,0,-5,"Female","Wave2",25,8,25,13
"07186",NA,NA,NA,NA,0,0,"Female","Wave2",28,6,28,6
"07204",NA,NA,NA,NA,-11,9,"Female","Wave2",13,15,24,6
"07205",NA,NA,NA,NA,10,0,"Female","Wave2",25,7,15,7
"07215",NA,NA,NA,NA,-2,-5,"Female","Wave2",20,7,22,12
"07222",NA,NA,NA,NA,-3,3,"Female","Wave2",18,11,21,8
"07228",NA,NA,NA,NA,-4,10,"Female","Wave2",22,16,26,6
"07230",NA,NA,NA,NA,-11,1,"Female","Wave2",13,7,24,6
"07245",NA,NA,NA,NA,11,3,"Female","Wave2",25,16,14,13
"07260",NA,NA,NA,NA,-6,4,"Female","Wave2",17,10,23,6
"07264",NA,NA,NA,NA,0,0,"Female","Wave2",28,6,28,6
"07270",NA,NA,NA,NA,-2,0,"Female","Wave2",26,12,28,12
"07276",NA,NA,NA,NA,-2,-2,"Female","Wave2",15,7,17,9
"07284",NA,NA,NA,NA,-4,0,"Female","Wave2",24,6,28,6
"07290",NA,NA,NA,NA,2,2,"Female","Wave2",24,8,22,6
"07309",NA,NA,NA,NA,-2,4,"Female","Wave2",22,10,24,6
"07312",NA,NA,NA,NA,4,-14,"Female","Wave2",21,13,17,27
"08001",NA,NA,NA,NA,3,-2,"Female","Wave2",26,6,23,8
"08002",NA,NA,NA,NA,1,18,"Female","Wave2",21,24,20,6
"08018",NA,NA,NA,NA,-3,5,"Female","Wave2",24,12,27,7
"08027",NA,NA,NA,NA,5,0,"Female","Wave2",23,6,18,6
"08032",NA,NA,NA,NA,2,6,"Female","Wave2",21,12,19,6
"08034",NA,NA,NA,NA,-10,13,"Female","Wave2",14,21,24,8
"08036",NA,NA,NA,NA,-9,4,"Female","Wave2",12,17,21,13
"08044",NA,NA,NA,NA,-1,14,"Female","Wave2",21,20,22,6
"08050",NA,NA,NA,NA,2,2,"Female","Wave2",26,12,24,10
"08058",NA,NA,NA,NA,-1,-2,"Female","Wave2",14,6,15,8
"08064",NA,NA,NA,NA,1,-1,"Female","Wave2",24,7,23,8
"08065",NA,NA,NA,NA,3,-5,"Female","Wave2",26,6,23,11
"08066",NA,NA,NA,NA,-1,23,"Female","Wave2",14,31,15,8
"08086",NA,NA,NA,NA,2,8,"Female","Wave2",22,21,20,13
"08087",NA,NA,NA,NA,8,13,"Female","Wave2",28,39,20,26
"08089",NA,NA,NA,NA,3,2,"Female","Wave2",28,8,25,6
"08090",NA,NA,NA,NA,5,6,"Female","Wave2",21,16,16,10
"08095",NA,NA,NA,NA,9,7,"Female","Wave2",23,19,14,12
"08096",NA,NA,NA,NA,0,-6,"Female","Wave2",21,7,21,13
"08117",NA,NA,NA,NA,5,-13,"Female","Wave2",24,6,19,19
"08119",NA,NA,NA,NA,-13,7,"Female","Wave2",13,13,26,6
"08127",NA,NA,NA,NA,3,0,"Female","Wave2",24,8,21,8
"08136",NA,NA,NA,NA,5,0,"Female","Wave2",28,6,23,6
"09001",NA,NA,NA,NA,7,-5,"Female","Wave2",20,10,13,15
"09003",NA,NA,NA,NA,5,-5,"Female","Wave2",25,6,20,11
"09005",NA,NA,NA,NA,3,0,"Female","Wave2",25,6,22,6
"09007",NA,NA,NA,NA,4,0,"Female","Wave2",27,6,23,6
"09018",NA,NA,NA,NA,-2,-1,"Female","Wave2",21,6,23,7
"09020",NA,NA,NA,NA,-2,2,"Female","Wave2",22,8,24,6
"09027",NA,NA,NA,NA,-7,5,"Female","Wave2",15,18,22,13
"09029",NA,NA,NA,NA,-1,-4,"Female","Wave2",25,8,26,12
"09032",NA,NA,NA,NA,-8,13,"Female","Wave2",11,26,19,13
"09036",NA,NA,NA,NA,5,-6,"Female","Wave2",26,6,21,12
"09039",NA,NA,NA,NA,2,0,"Female","Wave2",25,6,23,6
"09040",NA,NA,NA,NA,-1,-5,"Female","Wave2",19,6,20,11
"09041",NA,NA,NA,NA,-8,3,"Female","Wave2",12,9,20,6
"09048",NA,NA,NA,NA,-5,3,"Female","Wave2",16,9,21,6
"09056",NA,NA,NA,NA,-3,5,"Female","Wave2",14,14,17,9
"09061",NA,NA,NA,NA,3,0,"Female","Wave2",24,6,21,6
"09062",NA,NA,NA,NA,-3,4,"Female","Wave2",22,10,25,6
"09065",NA,NA,NA,NA,1,-6,"Female","Wave2",14,8,13,14
"09068",NA,NA,NA,NA,4,0,"Female","Wave2",28,6,24,6
"09073",NA,NA,NA,NA,-10,-8,"Female","Wave2",9,7,19,15
"09076",NA,NA,NA,NA,-1,0,"Female","Wave2",25,6,26,6
"09078",NA,NA,NA,NA,4,-1,"Female","Wave2",17,8,13,9
"09084",NA,NA,NA,NA,-1,5,"Female","Wave2",22,11,23,6
"09090",NA,NA,NA,NA,-6,4,"Female","Wave2",20,10,26,6
"09097",NA,NA,NA,NA,-7,9,"Female","Wave2",15,25,22,16
"09103",NA,NA,NA,NA,5,-3,"Female","Wave2",20,10,15,13
"09104",NA,NA,NA,NA,-4,10,"Female","Wave2",24,16,28,6
"09118",NA,NA,NA,NA,-5,5,"Female","Wave2",21,11,26,6
"09137",NA,NA,NA,NA,1,1,"Female","Wave2",23,8,22,7
"09138",NA,NA,NA,NA,-4,7,"Female","Wave2",21,13,25,6
"09143",NA,NA,NA,NA,-2,11,"Female","Wave2",19,17,21,6
"09144",NA,NA,NA,NA,7,-2,"Female","Wave2",23,7,16,9
"09149",NA,NA,NA,NA,-3,-5,"Female","Wave2",18,12,21,17
"09158",NA,NA,NA,NA,6,-6,"Female","Wave2",25,6,19,12
"09159",NA,NA,NA,NA,-2,4,"Female","Wave2",23,10,25,6
"09161",NA,NA,NA,NA,8,-8,"Female","Wave2",27,11,19,19
"09168",NA,NA,NA,NA,6,1,"Female","Wave2",27,11,21,10
"09169",NA,NA,NA,NA,-15,0,"Female","Wave2",9,6,24,6
"09174",NA,NA,NA,NA,2,0,"Female","Wave2",24,7,22,7
"09176",NA,NA,NA,NA,8,-4,"Female","Wave2",25,6,17,10
"09182",NA,NA,NA,NA,-2,2,"Female","Wave2",24,8,26,6
"09183",NA,NA,NA,NA,2,0,"Female","Wave2",18,6,16,6
"09189",NA,NA,NA,NA,1,0,"Female","Wave2",25,6,24,6
"09205",NA,NA,NA,NA,6,-17,"Female","Wave2",26,6,20,23
"09210",NA,NA,NA,NA,7,-6,"Female","Wave2",27,8,20,14
"09211",NA,NA,NA,NA,8,-1,"Female","Wave2",26,6,18,7
"09212",NA,NA,NA,NA,3,1,"Female","Wave2",23,11,20,10
"09216",NA,NA,NA,NA,-1,-7,"Female","Wave2",11,6,12,13
"09233",NA,NA,NA,NA,-6,-1,"Female","Wave2",16,14,22,15
"09235",NA,NA,NA,NA,3,0,"Female","Wave2",28,6,25,6
"09236",NA,NA,NA,NA,4,-4,"Female","Wave2",24,6,20,10
"09237",NA,NA,NA,NA,-1,-2,"Female","Wave2",21,12,22,14
"09248",NA,NA,NA,NA,1,-8,"Female","Wave2",20,6,19,14
"09271",NA,NA,NA,NA,-7,0,"Female","Wave2",10,6,17,6
"09273",NA,NA,NA,NA,4,3,"Female","Wave2",23,24,19,21
"10002",NA,NA,NA,NA,3,-2,"Female","Wave2",27,6,24,8
"10007",NA,NA,NA,NA,-6,6,"Female","Wave2",12,14,18,8
"10023",NA,NA,NA,NA,-1,3,"Female","Wave2",19,13,20,10
"10031",NA,NA,NA,NA,-3,4,"Female","Wave2",23,11,26,7
"10034",NA,NA,NA,NA,7,-5,"Female","Wave2",24,6,17,11
"10048",NA,NA,NA,NA,1,-5,"Female","Wave2",20,11,19,16
"10051",NA,NA,NA,NA,-4,0,"Female","Wave2",18,6,22,6
"10054",NA,NA,NA,NA,-3,2,"Female","Wave2",21,10,24,8
"10062",NA,NA,NA,NA,-8,11,"Female","Wave2",12,17,20,6
"10072",NA,NA,NA,NA,-4,-2,"Female","Wave2",16,6,20,8
"10074",NA,NA,NA,NA,11,-2,"Female","Wave2",25,6,14,8
"10076",NA,NA,NA,NA,-4,-1,"Female","Wave2",22,6,26,7
"10081",NA,NA,NA,NA,7,-8,"Female","Wave2",25,11,18,19
"10087",NA,NA,NA,NA,0,0,"Female","Wave2",20,9,20,9
"10099",NA,NA,NA,NA,-9,0,"Female","Wave2",15,6,24,6
"10104",NA,NA,NA,NA,2,5,"Female","Wave2",23,15,21,10
"10126",NA,NA,NA,NA,3,-2,"Female","Wave2",23,6,20,8
"10132",NA,NA,NA,NA,5,9,"Female","Wave2",24,15,19,6
"10148",NA,NA,NA,NA,0,6,"Female","Wave2",19,12,19,6
"10172",NA,NA,NA,NA,3,3,"Female","Wave2",25,9,22,6
"10180",NA,NA,NA,NA,1,5,"Female","Wave2",19,13,18,8
"10184",NA,NA,NA,NA,5,-1,"Female","Wave2",27,6,22,7
"10211",NA,NA,NA,NA,-1,-4,"Female","Wave2",22,6,23,10
